SCHOOL_DISTRICT_CODE,SCHOOL_DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,SCHOOL_CITY,SCHOOL_POSTAL_CODE
0110,The Edmonton Catholic Separate School Division,8026,St. John School,Edmonton,T5K2A4
0110,The Edmonton Catholic Separate School Division,8038,St. Augustine,Edmonton,T6J1A5
0110,The Edmonton Catholic Separate School Division,8045,St. Timothy Catholic Elementary School,Edmonton,T5X1S6
0110,The Edmonton Catholic Separate School Division,8046,St. Sophia School,Edmonton,T5K1C2
0110,The Edmonton Catholic Separate School Division,8014,St. Anthony School,Edmonton,T6E2H3
0110,The Edmonton Catholic Separate School Division,8019,St. Bride School,,
0110,The Edmonton Catholic Separate School Division,8041,St. Elizabeth,Edmonton,T6K1H7
0110,The Edmonton Catholic Separate School Division,8047,St. Maria Goretti,Edmonton,T5A3K6
0110,The Edmonton Catholic Separate School Division,8058,Our Lady of The Prairies,Edmonton,T5T4A6
0110,The Edmonton Catholic Separate School Division,8202,Holy Child Catholic Elementary School,Edmonton,T5K1J2
0110,The Edmonton Catholic Separate School Division,8204,Mapleridge School,,
0110,The Edmonton Catholic Separate School Division,8218,St. James,Edmonton,T6C2Y8
0110,The Edmonton Catholic Separate School Division,8220,St. Leo,Edmonton,T5W1N9
0110,The Edmonton Catholic Separate School Division,8237,St. Mary,Edmonton,T6R2E2
0110,The Edmonton Catholic Separate School Division,8238,St. Kateri Catholic School,Edmonton,T6L6M3
0110,The Edmonton Catholic Separate School Division,8306,St. Stanislaus School (French) ECS,,
0110,The Edmonton Catholic Separate School Division,8308,St. Maria Goretti (Ukr) ECS,,
0110,The Edmonton Catholic Separate School Division,8412,Alternative Education,Edmonton,T6B2T4
0110,The Edmonton Catholic Separate School Division,8414,Fresh Start Genesis,Edmonton,T5B2W2
4010,The Calgary Roman Catholic Separate School Division,8515,St. Anthony,Calgary,T2S2N5
4010,The Calgary Roman Catholic Separate School Division,8517,St. Gerard Bilingual School,Calgary,T2V0Y1
4010,The Calgary Roman Catholic Separate School Division,8519,St. Lawrence School,,
4010,The Calgary Roman Catholic Separate School Division,8523,St. Paul Elementary School (Francophone),Calgary,T2E1W6
4010,The Calgary Roman Catholic Separate School Division,8525,St. Raymond School,,
4010,The Calgary Roman Catholic Separate School Division,8526,St. Theresa School,Calgary,T2G3R1
4010,The Calgary Roman Catholic Separate School Division,8527,St. Thomas Aquinas School,Calgary,T3E0R1
4010,The Calgary Roman Catholic Separate School Division,8533,St. Catherine Elementary School,Calgary,T2W1P6
4010,The Calgary Roman Catholic Separate School Division,8535,Central office,Calgary,T2G0G5
4010,The Calgary Roman Catholic Separate School Division,8536,St. Mark Elementary School,Calgary,T2A3V8
4010,The Calgary Roman Catholic Separate School Division,8542,St. Teresa of Calcutta School,Calgary,T2X1T7
4010,The Calgary Roman Catholic Separate School Division,8544,St. Thomas More School,Calgary,T1Y5V4
4010,The Calgary Roman Catholic Separate School Division,8545,St. Bede Elementary School,Calgary,T3K2J5
4010,The Calgary Roman Catholic Separate School Division,8548,St. Rupert School,Calgary,T1Y2W9
4010,The Calgary Roman Catholic Separate School Division,8555,Monsignor E. L. Doyle Elementary School,Calgary,T3L1H6
4010,The Calgary Roman Catholic Separate School Division,8702,Bishop Kidd School,Calgary,T2A0Y8
4010,The Calgary Roman Catholic Separate School Division,8705,Sacred Heart Elementary School,Calgary,T3C1G2
0284,The Southern Francophone Education Region,8707,�cole Sainte-Marguerite-Bourgeoys,Calgary,T3E6L1
4010,The Calgary Roman Catholic Separate School Division,8711,St. Helena School,Calgary,T2K0L8
4010,The Calgary Roman Catholic Separate School Division,8715,St. Marys Elementary Junior High School,Calgary,T2S0C2
4010,The Calgary Roman Catholic Separate School Division,8716,St. Matthew School,Calgary,T2H1N3
4010,The Calgary Roman Catholic Separate School Division,8717,St. Michael School,Calgary,T3C0G9
4010,The Calgary Roman Catholic Separate School Division,8718,St. Peter School,Calgary,T2N2M8
4010,The Calgary Roman Catholic Separate School Division,8720,St. Martin De Porres School,Calgary,T2S1S3
4010,The Calgary Roman Catholic Separate School Division,8721,St. Bonaventure School,Calgary,T2J3X8
4010,The Calgary Roman Catholic Separate School Division,8722,St. Rose of Lima Junior High School,Calgary,T1Y1Z5
4010,The Calgary Roman Catholic Separate School Division,8730,Father Scollen School,Calgary,T1Y5N4
0110,The Edmonton Catholic Separate School Division,8006,Marydale School,,
0110,The Edmonton Catholic Separate School Division,8010,Our Lady of Peace,Edmonton,T5P1G2
0110,The Edmonton Catholic Separate School Division,8034,St. Vladimir Catholic Elementary School,Edmonton,T5C2A9
0110,The Edmonton Catholic Separate School Division,8054,St. Bonaventure,Edmonton,T5Y1R9
0110,The Edmonton Catholic Separate School Division,8055,St. Lucy,Edmonton,T5X4L9
0110,The Edmonton Catholic Separate School Division,8056,St. Richard,Edmonton,T6L3K9
0110,The Edmonton Catholic Separate School Division,8406,Faculte St. Jean Educucation Perm,,
4010,The Calgary Roman Catholic Separate School Division,8503,Holy Family School,Calgary,T2A0Z1
4010,The Calgary Roman Catholic Separate School Division,8505,Holy Redeemer (Bilingual) School,Calgary,T2A1P8
4010,The Calgary Roman Catholic Separate School Division,8508,St. Andrew School,Calgary,T3E1G2
4010,The Calgary Roman Catholic Separate School Division,8539,St. Gerard Bilingual ECS,Calgary,T2V0Y1
4010,The Calgary Roman Catholic Separate School Division,8541,St. Wilfrid Elementary School,Calgary,T1Y4Y1
4010,The Calgary Roman Catholic Separate School Division,8552,St. Kateri Tekakwitha School,Calgary,T2A7N5
4010,The Calgary Roman Catholic Separate School Division,8719,St. Stephen School,Calgary,T2W1G6
4010,The Calgary Roman Catholic Separate School Division,8732,Our Lady of Peace Elementary Junior High School,Calgary,T2Y2B4
4010,The Calgary Roman Catholic Separate School Division,8906,St. Anne Academic Centre,Calgary,T2G1N2
3030,The Calgary School Division,9002,Chinook Park (Bilingual) ECS,,
3030,The Calgary School Division,9007,Cluster ECS,,
3030,The Calgary School Division,9008,Haysboro ECS,,
3030,The Calgary School Division,9031,Cerebral Palsy Clinic,Calgary,T2M0L3
3030,The Calgary School Division,9034,Detention Home School,,
3030,The Calgary School Division,9036,Emily Follensbee School,Calgary,T2T3W5
3030,The Calgary School Division,9037,Christine Meikle School,Calgary,T3A2Y5
3030,The Calgary School Division,9042,Fred Parker Elementary School,Calgary,T2J0E8
3030,The Calgary School Division,9101,Alex Ferguson School,Calgary,T3C1K5
3030,The Calgary School Division,9107,Knob Hill School,Calgary,T2T0M2
3030,The Calgary School Division,9120,Erlton School,,
3030,The Calgary School Division,9122,Glenbrook School,Calgary,T3E3V1
3030,The Calgary School Division,9123,Glenmeadows School,Calgary,T3E4G4
3030,The Calgary School Division,9126,Manchester School,Calgary,T2H0A1
3030,The Calgary School Division,9143,Glendale School,Calgary,T3E3Z8
3030,The Calgary School Division,9210,Captain John Palliser School,Calgary,T2L0G6
3030,The Calgary School Division,9211,Logos Chief Crowfoot School,,
3030,The Calgary School Division,9214,Dr. E. W. Coffin School,Calgary,T2L1W4
3030,The Calgary School Division,9220,Kensington School,Calgary,T2N2P1
3030,The Calgary School Division,9225,North Haven School,Calgary,T2K2K2
3030,The Calgary School Division,9232,Catherine Nichols Gunn School,Calgary,T2K5C7
3030,The Calgary School Division,9240,Dalhousie School,Calgary,T3A1K3
3030,The Calgary School Division,9257,W. O. Mitchell School,Calgary,T3B4R9
3030,The Calgary School Division,9261,Alex Munro School,Calgary,T2K0R9
3030,The Calgary School Division,9265,Deer Run School,Calgary,T2J6P8
3030,The Calgary School Division,9273,Hawkwood School,Calgary,T3G2V7
3030,The Calgary School Division,9308,David D. Oughton School,Calgary,T2A1A2
3030,The Calgary School Division,9315,Haddon Road School,,
0110,The Edmonton Catholic Separate School Division,8227,St. Rose Catholic Junior High School,Edmonton,T5R0T7
0110,The Edmonton Catholic Separate School Division,8287,Cardinal Leger Catholic Junior High School,Edmonton,T5E3G7
0110,The Edmonton Catholic Separate School Division,8305,St. Michael (Cree),,
0110,The Edmonton Catholic Separate School Division,8413,Fresh Start,Edmonton,T5A5C9
0110,The Edmonton Catholic Separate School Division,8417,Fresh Start Cardinal Collins,Edmonton,T5Y3G4
4010,The Calgary Roman Catholic Separate School Division,8510,St. Angela Elementary,Calgary,T2E3Y1
4010,The Calgary Roman Catholic Separate School Division,8513,St. Cecilia (Bilingual) Elementary School,Calgary,T2J0Z3
4010,The Calgary Roman Catholic Separate School Division,8516,St. Clement School,Calgary,T2E6C8
4010,The Calgary Roman Catholic Separate School Division,8524,Ecole St. Pius X School,Calgary,T2M3T5
4010,The Calgary Roman Catholic Separate School Division,8529,St. William School,Calgary,T2J0T1
4010,The Calgary Roman Catholic Separate School Division,8532,St. Boniface Elementary School,Calgary,T2J2P8
4010,The Calgary Roman Catholic Separate School Division,8551,Father Doucet School,Calgary,T2Y2T5
4010,The Calgary Roman Catholic Separate School Division,8701,Our Lady of the Assumption School,Calgary,T3B1N5
4010,The Calgary Roman Catholic Separate School Division,8709,St. Bernadette School,Calgary,T2C0T8
4010,The Calgary Roman Catholic Separate School Division,8710,St. Gregory School,Calgary,T3E0R6
4010,The Calgary Roman Catholic Separate School Division,8713,St. Joseph Elementary Junior High School,Calgary,T2M3C7
4010,The Calgary Roman Catholic Separate School Division,8901,Our Lady of the Rockies High School,Calgary,T2V2Y2
3030,The Calgary School Division,9005,Wildwood Bilingual,,
3030,The Calgary School Division,9104,Killarney School,Calgary,T3E2T9
3030,The Calgary School Division,9106,Glengarry School,Calgary,T3E2J7
3030,The Calgary School Division,9130,Ramsay School,Calgary,T2G4G9
3030,The Calgary School Division,9133,Rosscarrock School,Calgary,T3C1W8
3030,The Calgary School Division,9134,Sarcee School,,
3030,The Calgary School Division,9141,Wildwood School,Calgary,T3C2B3
3030,The Calgary School Division,9208,Cambrian Heights School,Calgary,T2K3J5
3030,The Calgary School Division,9223,Mayland Heights School,Calgary,T2E6A2
3030,The Calgary School Division,9229,Renfrew School,Calgary,T2E5L5
3030,The Calgary School Division,9235,Thorncliffe School,Calgary,T2K3B9
3030,The Calgary School Division,9236,Tuxedo Park School,Calgary,T2E2A8
3030,The Calgary School Division,9237,University School,Calgary,T2N3Z9
3030,The Calgary School Division,9274,Logos II,Calgary,T2N1K6
3030,The Calgary School Division,9287,Annie Gale Junior High School,,
3030,The Calgary School Division,9303,Andrew Davison Elementary School,Calgary,T2H1V2
3030,The Calgary School Division,9316,Haysboro School,Calgary,T2V0W2
3030,The Calgary School Division,9321,Maple Ridge School,Calgary,T2J1W3
3030,The Calgary School Division,9322,Marlborough School,Calgary,T2A3A1
3030,The Calgary School Division,9327,Patrick Airlie School,Calgary,T2A1H9
3030,The Calgary School Division,9336,Andrew Sibbald School,Calgary,T2J2X9
3030,The Calgary School Division,9338,Cedarbrae School,Calgary,T2W2T3
3030,The Calgary School Division,9340,Queensland Downs School,Calgary,T2J4H9
3030,The Calgary School Division,9341,Prince of Wales School,Calgary,T2J3Y9
0015,Webber Academy Foundation,0021,Webber Academy,Calgary,T3H4A8
9000,Other Schools,0023,Academy of Learning,Edmonton,T5J4H5
0026,Canmore Primary Montessori Elementary,0034,Canmore Primary Montessori Elementary,Canmore,T1W1H9
0092,Yellowknife District No. 1 Education Authority,0044,Ecole William McDonald Middle School,Yellowknife,X1A3X2
9001,Northwest Territories - Department of Education, Culture and Employment,0052,Aurora College-Yellowknife Campus,Yellowknife,X1A2R3
9001,Northwest Territories - Department of Education, Culture and Employment,0088,Tungsten Territorial School,,
9827,Providence Child Development Society,0135,Providence Children's Centre - Main Site,Calgary,T2V0Z4
9845,Cochrane Valley ECS,0159,Andrew Sibald Elementary ECS (French),,
9857,Blue Quills First Nations College,0178,Blue Quills ECS Centre,,
9620,Waverly ECS Society,0211,Erskine ECS Centre,,
9620,Waverly ECS Society,0225,Botha Centre,Stettler,T0C2L0
9891,Soc Des Parents Pour Ed Franco,0227,Ecole Enfantine De St. Paul,St. Paul,T0A3A0
9902,Assoc De Parent L'educ Franc,0239,Centre Culturel,Legal,T0G1L0
9908,Conseil Reg Educ Franc Leth,0245,L'Alouette,Lethbridge,T1J0P8
9369,Shiloh Pent Church St. Albert,0282,Elmar Samuel,St. Albert,T8N0R4
9416,Soc for Teach Res Ind Dev Edu,0303,S T R I D E Program,Calgary,T2J6S7
4010,The Calgary Roman Catholic Separate School Division,0333,Ascension of Our Lord,Calgary,T3K4G9
2125,The Board of Trustees of Aspen View Public Schools,0337,Athabasca Outreach School,Athabasca,T9S1H6
2255,The Palliser School Division,0340,Palliser Beyond Borders at Coaldale,Coaldale,T1M1L8
0055,Sino-Canada Culture Association,0350,Calgary Chinese School,Calgary,T2G5P9
2285,The Battle River School Division,0369,Tofield Colony School,Camrose,T4V0L3
0092,Yellowknife District No. 1 Education Authority,0398,N. J. Macpherson School,Yellowknife,X1A3X1
0218,K'alemi Dene School Ndilo,0400,K'alemi Dene School,Yellowknife,X1A2N2
0068,Battle River School Division,0406,Hillmond School,Lloydminster,S9V0R1
0068,Battle River School Division,0410,Marsden School,Lloydminster,S9V0R1
0068,Battle River School Division,0413,Ratushniak School,Lloydminster,S9V0R1
0067,Northern Lakes School Division,0417,Mayfair Central School,Spiritwood,S0J2M0
9318,Alexis Band,0440,Nikoodi Upgrading School,Glenevis,T0E0X0
0070,Yukon Public Schools,0450,Watson Lake Secondary School,Watson Lake,Y0A1C0
0023,Third Academy International Ltd.,0477,The Third Academy at Red Deer,Red Deer,T4N7G3
1115,The Prairie Land School Division,0486,Prairie Land Outreach School,Hanna,T0J1P0
1250,The Fort Vermilion School Division,0487,Spirit of the North Community School,High Level,T0H1Z0
9217,Bow Valley College,0490,Bow Valley College - Medicine Hat Writing Centre,Calgary,T2G4S6
9098,Grant MacEwan (ASN),0492,Alberta College (ASN),Edmonton,T5K0L2
0102,King's University College,0503,King's University College (ASN),Edmonton,T5K0L2
2185,The St. Paul School Division,0532,Two Hills Mennonite School,Two Hills,T0B4K0
9531,Nampa and District Kindergarten Society,0621,Nampa Public School,Nampa,T0H2R0
2125,The Board of Trustees of Aspen View Public Schools,0629,Boyle Community Center Base,,
9530,Drayton Valley Comm Kinder,0667,Drayton Valley In-Home ECS,,
9554,Ross Creek-Chipman K Assoc,0692,Chipman School ECS,,
9752,Bow Isle & Dist ECS Assoc,0719,Sen Gershaw High School ECS,,
9587,Daysland Kindergarten Soc,0735,Daysland High School ECS,,
9638,Canyon Meadows Comm Assoc,0802,Canyon Meadows Elementary School ECS,,
9734,Reed Ranch Early Childhood Services,0845,Reed Ranch School ECS,Olds,T4H1P2
9676,St. Luke's Kindergarten,0846,Patrick Airlie School (Portable),,
9711,Mossleigh Pre-School Assoc,0902,Mossleigh School ECS,,
9715,Pincher Creek & Dist EC Pgm,0907,Central School ECS,,
9724,Vulcan Kindergarten Assoc,0917,Hazel Cameron Elementary School ECS,Vulcan,T0L2B0
0117,Manyberries Private Kindergarten Society,1007,Manyberries School,Manyberries,T0K1L0
1325,The Wild Rose School Division,1017,Drayton Valley Community Outreach School,Drayton Valley,T7A1R6
0123,The Banff Centre for Continuing Education,1018,The Banff Centre for Continuing Education (ASN),Edmonton,T5J5E6
0126,N. W. T. Montessori Society,1023,Yellowknife Montessori School,Yellowknife,X1A1T9
3240,The Grande Prairie Public School Division,1192,Grande Prairie Christian School,Grande Prairie,T8W1M3
9171,Hillcrest Christian School Society,1194,Hillcrest Christian School,Grande Prairie,T8V2W3
0031,Montessori Education Preschool & ECS Institute of Alberta,1218,Ranchlands Montessori Children's Centre,Calgary,T2V1V4
8040,The Greater North Central Francophone Education Region,1050,�cole Desrochers,Jasper,T0E1E0
8040,The Greater North Central Francophone Education Region,2537,�cole La Mission,St. Albert,T8N7J5
8040,The Greater North Central Francophone Education Region,2538,�cole La Prairie,Red Deer,T4N4R6
2500,A Heart for Children Foundation Ltd.,2534,A Heart for Children,Carstairs,T0M0N0
0091,South Slave Divisional Education Council,0358,Deninu School,Fort Resolution,X0E0M0
