REGISTRATION_SCHOOL_CODE,REGISTRATION_SCHOOL_YEAR,REGISTRATION_ASN,REGISTRATION_START_DATE,REGISTRATION_EXIT_DATE
1105,2022,006623319,11-JAN-22,28-JUN-22
0590,2023,020809027,27-OCT-22,27-JUN-23
1303,2024,315096032,05-SEP-23,28-JUN-24
1115,2023,050202010,31-AUG-22,27-JUN-23
1101,2022,038314366,31-AUG-21,28-JAN-22
1112,2023,048334024,31-AUG-22,27-JUN-23
2239,2023,046928272,13-FEB-23,27-JUN-23
1102,2023,037563559,27-FEB-23,27-JUN-23
2239,2023,019695023,27-FEB-23,27-JUN-23
1105,2023,014502653,17-APR-23,27-JUN-23
2078,2023,026190778,01-MAY-23,27-JUN-23
1112,2023,021140836,24-APR-23,27-JUN-23
0319,2023,041785180,15-MAY-23,27-JUN-23
1102,2023,047126884,13-JUN-23,27-JUN-23
1108,2022,014686621,31-AUG-21,28-JUN-22
1108,2022,015052989,31-AUG-21,28-JUN-22
1203,2022,026919952,31-AUG-21,28-JUN-22
1113,2022,010977362,31-AUG-21,28-JUN-22
1102,2022,039522629,31-AUG-21,28-JUN-22
1102,2022,035680231,31-AUG-21,28-JUN-22
1102,2023,040131105,31-AUG-22,27-JUN-23
2078,2022,045525418,31-AUG-21,28-JUN-22
1424,2022,045619088,31-AUG-21,28-JUN-22
1424,2023,039431102,31-AUG-22,27-JUN-23
0590,2023,032771926,31-AUG-22,27-JUN-23
1108,2023,029131209,31-AUG-22,27-JUN-23
1108,2023,050591008,31-AUG-22,27-JUN-23
1305,2023,021443289,31-AUG-22,27-JUN-23
1306,2023,017053126,31-AUG-22,27-JUN-23
1109,2022,026305087,31-AUG-21,28-JUN-22
1305,2023,005451860,31-AUG-22,27-JUN-23
2078,2023,032841141,31-AUG-22,27-JUN-23
1102,2022,004236007,31-AUG-21,28-JUN-22
1112,2023,047364865,31-AUG-22,27-JUN-23
1102,2022,039597837,31-AUG-21,28-JUN-22
1107,2023,052826980,31-AUG-22,27-JUN-23
1112,2022,011365831,31-AUG-21,28-JUN-22
2078,2022,020226867,31-AUG-21,28-JUN-22
2078,2023,001227918,31-AUG-22,27-JUN-23
1105,2023,012799616,31-AUG-22,27-JUN-23
1102,2023,020139599,31-AUG-22,27-JUN-23
1105,2022,025040164,31-AUG-21,28-JUN-22
1115,2023,008312788,31-AUG-22,27-JUN-23
1101,2022,038798055,31-AUG-21,28-JUN-22
1112,2022,050095166,31-AUG-21,28-JUN-22
1104,2023,019769364,31-AUG-22,27-JUN-23
1108,2023,013280202,31-AUG-22,27-JUN-23
0590,2023,043523985,31-AUG-22,27-JUN-23
1112,2024,025020323,05-SEP-23,26-JUN-24
1203,2024,030669502,05-SEP-23,26-JUN-24
2078,2024,012775681,05-SEP-23,26-JUN-24
1306,2024,003828507,05-SEP-23,26-JUN-24
2078,2024,027500595,05-SEP-23,26-JUN-24
1101,2024,013131710,05-SEP-23,26-JUN-24
0590,2024,046422185,05-SEP-23,26-JUN-24
1203,2024,008747736,05-SEP-23,26-JUN-24
1108,2024,020328168,05-SEP-23,26-JUN-24
2078,2024,030138433,05-SEP-23,26-JUN-24
1108,2024,043817205,05-SEP-23,26-JUN-24
1101,2024,051474907,05-SEP-23,26-JUN-24
1112,2024,011736197,05-SEP-23,26-JUN-24
1113,2024,048864996,05-SEP-23,26-JUN-24
1424,2024,009937229,05-SEP-23,26-JUN-24
1113,2024,022861729,05-SEP-23,26-JUN-24
1203,2024,024177157,05-SEP-23,26-JUN-24
0590,2024,010829290,05-SEP-23,26-JUN-24
0590,2024,037883387,05-SEP-23,26-JUN-24
1105,2024,035981589,05-SEP-23,26-JUN-24
0590,2024,030024062,05-SEP-23,26-JUN-24
1109,2024,051380096,05-SEP-23,26-JUN-24
2078,2024,016086366,05-SEP-23,26-JUN-24
1112,2024,040318215,05-SEP-23,26-JUN-24
1105,2024,010755339,05-SEP-23,26-JUN-24
1105,2024,007705032,05-SEP-23,26-JUN-24
2078,2024,000023144,05-SEP-23,26-JUN-24
1108,2024,008437486,05-SEP-23,26-JUN-24
1108,2024,012603347,05-SEP-23,26-JUN-24
1424,2024,035701631,05-SEP-23,26-JUN-24
1424,2024,029160885,05-SEP-23,26-JUN-24
1115,2024,018647389,05-SEP-23,26-JUN-24
0590,2024,036472059,05-SEP-23,26-JUN-24
1112,2024,006435508,05-SEP-23,26-JUN-24
1108,2024,036657485,05-SEP-23,26-JUN-24
1101,2024,024821325,05-SEP-23,26-JUN-24
1203,2024,009796419,05-SEP-23,26-JUN-24
2078,2024,029561561,05-SEP-23,26-JUN-24
2078,2024,029125656,05-SEP-23,26-JUN-24
1111,2022,015323919,31-AUG-21,28-JUN-22
1115,2022,026967498,31-AUG-21,28-JUN-22
1112,2022,006435508,31-AUG-21,28-JUN-22
1112,2023,026593922,31-AUG-22,27-JUN-23
2078,2023,029267524,31-AUG-22,27-JUN-23
0590,2023,010726637,31-AUG-22,27-JUN-23
1109,2022,037690089,31-AUG-21,28-JUN-22
1112,2022,016348550,31-AUG-21,28-JUN-22
1108,2022,036933001,31-AUG-21,28-JUN-22
1203,2022,028788801,31-AUG-21,28-JUN-22
1424,2023,014692736,31-AUG-22,27-JUN-23
1203,2023,052751147,31-AUG-22,27-JUN-23
1111,2022,019014134,31-AUG-21,28-JUN-22
1101,2023,011888386,31-AUG-22,27-JUN-23
1305,2023,003304129,31-AUG-22,27-JUN-23
1111,2023,047587929,31-AUG-22,27-JUN-23
1105,2023,043589366,31-AUG-22,27-JUN-23
1107,2022,042915984,31-AUG-21,28-JUN-22
1115,2023,006710793,31-AUG-22,27-JUN-23
1111,2023,033871816,31-AUG-22,27-JUN-23
1424,2022,008646938,31-AUG-21,28-JUN-22
0590,2022,039160263,31-AUG-21,28-JUN-22
1105,2022,021085791,31-AUG-21,28-JUN-22
2078,2022,006252655,31-AUG-21,28-JUN-22
1424,2023,041526402,31-AUG-22,27-JUN-23
0590,2022,049584882,31-AUG-21,28-JUN-22
1306,2022,004153723,31-AUG-21,28-JUN-22
1103,2022,020877339,31-AUG-21,28-JUN-22
0590,2023,034264003,31-AUG-22,27-JUN-23
2078,2023,029366649,31-AUG-22,27-JUN-23
2078,2023,029899110,31-AUG-22,27-JUN-23
1108,2023,015185912,31-AUG-22,27-JUN-23
1112,2023,009259897,31-AUG-22,27-JUN-23
1112,2023,048231717,31-AUG-22,27-JUN-23
1112,2023,017290215,31-AUG-22,27-JUN-23
1102,2023,000686908,31-AUG-22,27-JUN-23
1113,2023,011523827,31-AUG-22,27-JUN-23
2078,2023,044558394,31-AUG-22,27-JUN-23
1105,2023,035556118,31-AUG-22,27-JUN-23
1424,2023,010540848,31-AUG-22,27-JUN-23
1108,2023,051080084,31-AUG-22,27-JUN-23
1245,2023,044756030,31-AUG-22,27-JUN-23
1107,2022,031610356,31-AUG-21,28-JUN-22
1107,2022,018208273,31-AUG-21,28-JUN-22
1305,2022,019860742,31-AUG-21,28-JUN-22
1203,2023,025757536,31-AUG-22,27-JUN-23
1108,2022,046529401,31-AUG-21,25-MAR-22
1102,2023,010449156,31-AUG-22,27-JUN-23
1103,2023,014050372,31-AUG-22,27-JUN-23
0319,2022,016111990,31-AUG-21,28-JUN-22
2078,2023,000101296,31-AUG-22,27-JUN-23
1101,2023,036510437,31-AUG-22,27-JUN-23
1113,2023,030197066,31-AUG-22,27-JUN-23
1105,2022,000063249,31-AUG-21,28-JUN-22
1103,2022,035926881,31-AUG-21,28-JUN-22
1468,2022,025783045,31-AUG-21,28-JUN-22
1203,2023,015186704,31-AUG-22,27-JUN-23
1105,2023,015289888,31-AUG-22,27-JUN-23
1306,2023,024981830,31-AUG-22,27-JUN-23
1112,2023,015145718,31-AUG-22,27-JUN-23
1304,2023,027214379,31-AUG-22,27-JUN-23
1105,2022,032704323,31-AUG-21,28-JUN-22
2078,2023,035253039,31-AUG-22,27-JUN-23
2078,2022,017888760,31-AUG-21,28-JUN-22
1112,2022,025489510,31-AUG-21,28-JUN-22
2078,2022,014140041,31-AUG-21,28-JUN-22
2078,2023,019711051,31-AUG-22,27-JUN-23
2078,2022,026240011,31-AUG-21,28-JUN-22
1306,2023,002137488,31-AUG-22,27-JUN-23
0590,2023,008440233,31-AUG-22,27-JUN-23
1111,2023,005150397,31-AUG-22,27-JUN-23
1203,2024,035679431,05-SEP-23,26-JUN-24
1105,2024,000594458,05-SEP-23,26-JUN-24
1115,2024,024300825,05-SEP-23,26-JUN-24
1203,2024,052318707,05-SEP-23,26-JUN-24
1203,2024,051833813,05-SEP-23,26-JUN-24
1102,2024,028181858,05-SEP-23,26-JUN-24
1112,2024,027590299,05-SEP-23,26-JUN-24
2078,2024,025273344,05-SEP-23,26-JUN-24
1103,2024,009486375,05-SEP-23,26-JUN-24
2078,2024,015696322,05-SEP-23,26-JUN-24
1113,2024,019769562,05-SEP-23,26-JUN-24
1108,2024,045107902,05-SEP-23,26-JUN-24
1305,2024,011060408,05-SEP-23,26-JUN-24
2078,2024,032306392,05-SEP-23,26-JUN-24
1112,2024,007449870,05-SEP-23,26-JUN-24
1105,2024,008625726,05-SEP-23,26-JUN-24
1305,2024,041189854,05-SEP-23,26-JUN-24
0590,2024,046349529,05-SEP-23,26-JUN-24
2078,2024,025353559,05-SEP-23,26-JUN-24
2239,2024,041496879,05-SEP-23,26-JUN-24
1109,2024,012773868,05-SEP-23,26-JUN-24
1305,2024,049402218,05-SEP-23,26-JUN-24
2078,2024,026869785,05-SEP-23,26-JUN-24
1115,2024,039597837,05-SEP-23,26-JUN-24
1306,2024,026863788,05-SEP-23,26-JUN-24
1103,2024,048083266,05-SEP-23,26-JUN-24
1107,2024,017699282,05-SEP-23,26-JUN-24
2078,2024,047506549,05-SEP-23,26-JUN-24
1103,2024,008222698,05-SEP-23,26-JUN-24
1102,2024,047308847,05-SEP-23,26-JUN-24
2078,2024,046082807,05-SEP-23,26-JUN-24
1107,2024,051828128,05-SEP-23,26-JUN-24
2078,2024,050177659,05-SEP-23,26-JUN-24
1111,2024,003884237,05-SEP-23,26-JUN-24
0590,2024,048794854,05-SEP-23,26-JUN-24
1424,2024,014458070,05-SEP-23,26-JUN-24
1108,2024,025698813,05-SEP-23,26-JUN-24
1108,2024,052631802,05-SEP-23,26-JUN-24
0590,2024,011669752,05-SEP-23,26-JUN-24
1102,2024,038582343,05-SEP-23,26-JUN-24
1115,2024,006151972,05-SEP-23,26-JUN-24
2239,2024,012957610,05-SEP-23,26-JUN-24
1101,2024,024024938,05-SEP-23,26-JUN-24
1112,2024,036624378,05-SEP-23,26-JUN-24
1111,2024,011823284,05-SEP-23,26-JUN-24
1424,2024,046745312,05-SEP-23,26-JUN-24
1112,2024,045381804,05-SEP-23,26-JUN-24
1203,2024,002271865,05-SEP-23,26-JUN-24
1305,2024,002229673,05-SEP-23,26-JUN-24
1112,2024,032824568,05-SEP-23,26-JUN-24
1112,2024,047239489,05-SEP-23,26-JUN-24
1105,2024,003293256,05-SEP-23,26-JUN-24
2078,2024,000916164,05-SEP-23,26-JUN-24
1102,2024,015815153,05-SEP-23,26-JUN-24
1108,2024,002367085,05-SEP-23,26-JUN-24
1304,2024,052179901,05-SEP-23,26-JUN-24
1108,2024,033443954,05-SEP-23,26-JUN-24
1111,2024,008514409,05-SEP-23,26-JUN-24
1306,2024,022982145,05-SEP-23,26-JUN-24
1102,2024,045529824,05-SEP-23,26-JUN-24
1424,2024,023515845,05-SEP-23,26-JUN-24
0590,2024,043949628,05-SEP-23,26-JUN-24
1108,2024,019106708,05-SEP-23,26-JUN-24
1424,2024,022223144,05-SEP-23,26-JUN-24
1105,2024,024092026,05-SEP-23,26-JUN-24
1103,2024,046469293,05-SEP-23,26-JUN-24
1203,2024,051817089,05-SEP-23,26-JUN-24
1135,2024,025336521,05-SEP-23,26-JUN-24
0590,2024,014008594,05-SEP-23,26-JUN-24
1104,2024,046765658,05-SEP-23,26-JUN-24
2078,2024,010444611,05-SEP-23,26-JUN-24
1105,2024,000063249,05-SEP-23,26-JUN-24
1105,2024,030325436,05-SEP-23,26-JUN-24
1306,2024,018082363,05-SEP-23,26-JUN-24
1102,2024,018785262,05-SEP-23,26-JUN-24
1102,2024,050726919,05-SEP-23,26-JUN-24
1203,2024,013250825,05-SEP-23,26-JUN-24
0590,2024,014865670,05-SEP-23,26-JUN-24
1101,2022,010133610,31-AUG-21,28-JUN-22
1105,2022,007705032,31-AUG-21,28-JUN-22
1108,2022,035836825,31-AUG-21,28-JUN-22
1113,2022,034652868,31-AUG-21,28-JUN-22
1424,2022,040665557,31-AUG-21,28-JUN-22
1108,2023,027199315,31-AUG-22,27-JUN-23
1203,2023,038227014,31-AUG-22,27-JUN-23
1424,2022,004542263,31-AUG-21,28-JUN-22
0590,2022,013177523,31-AUG-21,28-JUN-22
1424,2022,029979102,31-AUG-21,28-JUN-22
0590,2023,011669752,31-AUG-22,27-JUN-23
1108,2023,026884735,31-AUG-22,27-JUN-23
1108,2023,036933001,31-AUG-22,27-JUN-23
1109,2023,027400879,31-AUG-22,27-JUN-23
1112,2023,033535783,31-AUG-22,27-JUN-23
1108,2023,048241443,31-AUG-22,27-JUN-23
1102,2022,038582343,31-AUG-21,28-JUN-22
1105,2023,016863293,31-AUG-22,27-JUN-23
2078,2023,023101372,31-AUG-22,27-JUN-23
1113,2023,019109611,31-AUG-22,27-JUN-23
1305,2023,047284808,31-AUG-22,27-JUN-23
1113,2022,020488038,31-AUG-21,28-JUN-22
1103,2023,033176000,31-AUG-22,27-JUN-23
1424,2023,008646938,31-AUG-22,27-JUN-23
1102,2023,010346170,31-AUG-22,27-JUN-23
1104,2023,020547858,31-AUG-22,27-JUN-23
1103,2023,036848282,31-AUG-22,27-JUN-23
1203,2023,041277543,31-AUG-22,27-JUN-23
1112,2022,002367085,31-AUG-21,28-JUN-22
1105,2022,001217398,31-AUG-21,28-JUN-22
1105,2022,024127988,31-AUG-21,28-JUN-22
2078,2023,049778419,31-AUG-22,27-JUN-23
2078,2023,024789753,31-AUG-22,27-JUN-23
1108,2023,025655888,31-AUG-22,27-JUN-23
1108,2023,001255141,31-AUG-22,27-JUN-23
1102,2022,039264032,31-AUG-21,28-JUN-22
1105,2022,048373931,31-AUG-21,28-JUN-22
1105,2023,018555699,31-AUG-22,27-JUN-23
1112,2023,035430934,31-AUG-22,27-JUN-23
1101,2023,028963180,31-AUG-22,27-JUN-23
2078,2022,044758135,31-AUG-21,28-JUN-22
1108,2022,009096828,31-AUG-21,28-JUN-22
1107,2023,036197565,31-AUG-22,27-JUN-23
1468,2022,042001256,31-AUG-21,28-JUN-22
1468,2022,049317366,31-AUG-21,28-JUN-22
2078,2023,008368400,31-AUG-22,27-JUN-23
2078,2023,016188428,31-AUG-22,27-JUN-23
1305,2022,024787005,31-AUG-21,28-JUN-22
1302,2023,043922534,31-AUG-22,27-JUN-23
1306,2022,024008121,31-AUG-21,28-JUN-22
0590,2022,023300289,31-AUG-21,28-JUN-22
1115,2023,019427906,31-AUG-22,27-JUN-23
1306,2022,017379828,31-AUG-21,28-JUN-22
2239,2022,046120862,31-AUG-21,28-JUN-22
1108,2023,000916347,31-AUG-22,27-JUN-23
1112,2023,038398682,31-AUG-22,27-JUN-23
1108,2023,042373085,31-AUG-22,27-JUN-23
1105,2023,014995501,31-AUG-22,27-JUN-23
0590,2023,032809189,31-AUG-22,27-JUN-23
1468,2023,011283026,31-AUG-22,27-JUN-23
1468,2023,045734630,31-AUG-22,27-JUN-23
1135,2022,021923694,31-AUG-21,28-JUN-22
1135,2022,002852524,31-AUG-21,28-JUN-22
1105,2024,025968059,05-SEP-23,26-JUN-24
1203,2024,025782062,05-SEP-23,26-JUN-24
1113,2024,013591905,05-SEP-23,26-JUN-24
1632,2024,030042973,01-SEP-23,26-JUN-24
1632,2024,026419011,01-SEP-23,26-JUN-24
1101,2024,052578078,05-SEP-23,12-FEB-24
1209,2024,021068060,01-SEP-23,26-JUN-24
2078,2024,048700927,05-SEP-23,26-JUN-24
1115,2024,000867615,05-SEP-23,26-JUN-24
2078,2024,018875493,05-SEP-23,26-JUN-24
0590,2024,035297531,05-SEP-23,26-JUN-24
1113,2024,034584707,05-SEP-23,26-JUN-24
1304,2024,013999710,05-SEP-23,26-JUN-24
1112,2024,007288245,05-SEP-23,26-JUN-24
1115,2024,019427906,05-SEP-23,26-JUN-24
1108,2024,021065066,05-SEP-23,26-JUN-24
0590,2024,003556744,05-SEP-23,26-JUN-24
2078,2024,032070162,05-SEP-23,26-JUN-24
1108,2024,037711844,05-SEP-23,26-JUN-24
1302,2024,002220243,05-SEP-23,26-JUN-24
1112,2024,036473586,05-SEP-23,26-JUN-24
1203,2024,043031211,05-SEP-23,26-JUN-24
1632,2024,044462803,01-SEP-23,26-JUN-24
1112,2024,018778820,05-SEP-23,26-JUN-24
2239,2024,050474684,05-SEP-23,26-JUN-24
1105,2024,023302368,05-SEP-23,26-JUN-24
2239,2024,043390989,05-SEP-23,12-SEP-23
1112,2024,005480620,05-SEP-23,26-JUN-24
1115,2024,040038300,05-SEP-23,26-JUN-24
2239,2024,025273229,06-SEP-23,26-JUN-24
1101,2024,024489610,05-SEP-23,26-JUN-24
2239,2024,052057008,08-SEP-23,26-JUN-24
1424,2024,044482256,05-SEP-23,26-JUN-24
1108,2024,024900475,05-SEP-23,26-JUN-24
1304,2024,022580386,18-SEP-23,26-JUN-24
1424,2024,051331412,25-SEP-23,26-JUN-24
1115,2024,045990653,25-SEP-23,26-JUN-24
0319,2024,000445784,26-SEP-23,23-NOV-23
0590,2024,024457666,29-SEP-23,26-JUN-24
2239,2024,002496124,29-SEP-23,26-JUN-24
1109,2024,024548324,05-SEP-23,26-JUN-24
1304,2024,022328240,05-SEP-23,26-JUN-24
1115,2024,025958571,05-SEP-23,26-JUN-24
1101,2024,003368421,05-SEP-23,26-JUN-24
1303,2024,038712023,05-SEP-23,26-JUN-24
1103,2024,031628762,05-SEP-23,26-JUN-24
2078,2024,039375622,05-SEP-23,26-JUN-24
1102,2024,000634528,05-SEP-23,26-JUN-24
2078,2024,048883210,05-SEP-23,26-JUN-24
1135,2024,010534320,05-SEP-23,26-JUN-24
1112,2024,046415668,05-SEP-23,26-JUN-24
1105,2024,000662487,05-SEP-23,26-JUN-24
0590,2024,020709524,05-SEP-23,26-JUN-24
1109,2024,050796300,05-SEP-23,26-JUN-24
1108,2024,046631645,05-SEP-23,26-JUN-24
1108,2024,013971776,05-SEP-23,26-JUN-24
1111,2024,052683191,05-SEP-23,26-JUN-24
1101,2024,010597608,05-SEP-23,26-JUN-24
1203,2024,000033697,05-SEP-23,26-JUN-24
1103,2024,000964578,05-SEP-23,26-JUN-24
1424,2024,039148011,05-SEP-23,26-JUN-24
1306,2024,045874063,05-SEP-23,05-SEP-23
1306,2024,016176571,05-SEP-23,26-JUN-24
1105,2024,010964501,05-SEP-23,26-JUN-24
0590,2024,009133480,05-SEP-23,26-JUN-24
1112,2024,018723834,05-SEP-23,26-JUN-24
1424,2024,012497880,05-SEP-23,26-JUN-24
1302,2024,001447441,05-SEP-23,26-JUN-24
1103,2024,040458896,05-SEP-23,26-JUN-24
1112,2024,047498085,05-SEP-23,26-JUN-24
1306,2024,007747240,05-SEP-23,26-JUN-24
2078,2024,008846272,05-SEP-23,26-JUN-24
1105,2024,029344067,05-SEP-23,26-JUN-24
0590,2024,050055566,05-SEP-23,26-JUN-24
1306,2024,026900069,05-SEP-23,26-JUN-24
1112,2024,019609834,05-SEP-23,26-JUN-24
1115,2024,036390038,05-SEP-23,26-JUN-24
1102,2024,045861680,05-SEP-23,26-JUN-24
1113,2024,034147596,05-SEP-23,26-JUN-24
1112,2024,007894091,05-SEP-23,26-JUN-24
1108,2022,001366914,31-AUG-21,28-JUN-22
1104,2023,050242495,31-AUG-22,27-JUN-23
1105,2023,031075493,31-AUG-22,27-JUN-23
1112,2022,025973208,31-AUG-21,28-JUN-22
1104,2022,050242495,31-AUG-21,28-JUN-22
0590,2023,039934485,31-AUG-22,27-JUN-23
1101,2023,015793814,31-AUG-22,27-JUN-23
1112,2023,009301046,31-AUG-22,27-JUN-23
1115,2022,038338555,31-AUG-21,28-JUN-22
1424,2023,034096165,31-AUG-22,27-JUN-23
1113,2022,034096165,31-AUG-21,28-JUN-22
1104,2022,013279329,31-AUG-21,28-JUN-22
1104,2022,031779029,31-AUG-21,28-JUN-22
0590,2022,026285479,31-AUG-21,28-JUN-22
1113,2022,040906506,31-AUG-21,28-JUN-22
1108,2022,009005324,31-AUG-21,28-JUN-22
0590,2023,044054543,31-AUG-22,27-JUN-23
1108,2022,029005973,03-MAY-22,28-JUN-22
1424,2023,016987514,16-JAN-23,26-JAN-23
2239,2023,011299774,31-JAN-23,27-JUN-23
2239,2023,021008009,31-JAN-23,27-JUN-23
0319,2023,004029329,06-FEB-23,27-JUN-23
2239,2023,026919952,07-FEB-23,27-JUN-23
1203,2023,013490538,02-MAY-23,27-JUN-23
1115,2023,004091931,03-MAY-23,27-JUN-23
1468,2023,003706604,31-AUG-22,27-JUN-23
2078,2023,043002253,31-AUG-22,27-JUN-23
1111,2022,007424428,31-AUG-21,28-JUN-22
0590,2023,041833535,31-AUG-22,27-JUN-23
1107,2022,010276260,31-AUG-21,28-JUN-22
1103,2023,038264975,31-AUG-22,27-JUN-23
1306,2023,015146039,31-AUG-22,27-JUN-23
1101,2023,005656435,06-SEP-22,27-JUN-23
2239,2023,043005439,03-OCT-22,27-JUN-23
1102,2023,002573526,06-SEP-22,27-JUN-23
2078,2023,046205010,08-SEP-22,27-JUN-23
2078,2023,003195709,29-SEP-22,27-JUN-23
0590,2023,041274003,29-SEP-22,27-JUN-23
0319,2022,026944869,20-JAN-22,28-JUN-22
0590,2022,019675330,31-JAN-22,28-JUN-22
2239,2023,026876392,03-OCT-22,25-NOV-22
1304,2022,000324864,05-APR-22,28-JUN-22
1113,2022,045391654,11-FEB-22,28-JUN-22
1306,2023,031067540,22-NOV-22,27-JUN-23
1102,2023,028184662,30-NOV-22,27-JUN-23
1115,2022,016877558,14-MAR-22,28-JUN-22
2239,2022,020282639,25-MAR-22,28-JUN-22
1104,2023,008199482,22-DEC-22,27-JUN-23
1105,2023,006077839,10-JAN-23,27-JUN-23
2078,2024,050922666,28-SEP-23,26-JUN-24
2239,2024,024457666,02-OCT-23,26-JUN-24
2239,2024,039874871,20-OCT-23,26-JUN-24
2239,2024,004520434,31-OCT-23,26-JUN-24
1102,2024,026897646,06-NOV-23,26-JUN-24
1109,2024,038169877,06-NOV-23,26-JUN-24
1303,2024,022737093,08-JAN-24,26-JUN-24
1105,2024,049247704,08-JAN-24,26-JUN-24
1102,2024,048913835,11-JAN-24,26-JUN-24
1102,2024,037679249,11-JAN-24,26-JUN-24
2239,2024,014247549,25-JAN-24,26-JUN-24
2239,2024,020648490,31-JAN-24,26-JUN-24
2239,2024,017581001,31-JAN-24,26-JUN-24
2239,2024,009292658,31-JAN-24,26-JUN-24
2239,2024,005611067,01-FEB-24,26-JUN-24
2239,2024,046876547,01-FEB-24,26-JUN-24
2239,2024,010334259,07-FEB-24,26-JUN-24
2239,2024,001163709,07-FEB-24,26-JUN-24
0319,2024,039041935,27-FEB-24,26-JUN-24
0590,2023,005117719,31-AUG-22,27-JUN-23
1424,2022,035002618,31-AUG-21,28-JUN-22
1302,2022,003202299,31-AUG-21,28-JUN-22
2078,2023,016591290,31-AUG-22,27-JUN-23
0590,2023,013983318,31-AUG-22,27-JUN-23
1105,2022,013552378,31-AUG-21,28-JUN-22
2078,2023,015391650,31-AUG-22,27-JUN-23
1105,2023,018086703,31-AUG-22,27-JUN-23
1105,2023,015100903,31-AUG-22,27-JUN-23
1101,2023,051625821,31-AUG-22,27-JUN-23
1101,2023,016849375,31-AUG-22,27-JUN-23
1115,2022,035413682,31-AUG-21,28-JUN-22
1112,2022,036768266,31-AUG-21,28-JUN-22
2078,2023,048001979,31-AUG-22,27-JUN-23
1115,2023,035413682,31-AUG-22,27-JUN-23
1101,2023,034612656,31-AUG-22,27-JUN-23
2078,2022,030637251,31-AUG-21,28-JUN-22
1108,2024,029358430,05-SEP-23,26-JUN-24
2239,2024,033182594,05-SEP-23,26-JUN-24
1306,2024,023650287,05-SEP-23,26-JUN-24
1203,2024,005276283,05-SEP-23,26-JUN-24
1203,2024,029529071,05-SEP-23,26-JUN-24
0590,2024,032441322,05-SEP-23,26-JUN-24
1108,2024,033739773,05-SEP-23,26-JUN-24
1115,2024,012197084,05-SEP-23,26-JUN-24
1102,2024,003791317,05-SEP-23,26-JUN-24
1424,2024,006814793,05-SEP-23,26-JUN-24
1424,2024,050314682,05-SEP-23,26-JUN-24
1115,2024,017387359,05-SEP-23,26-JUN-24
0590,2024,001867986,05-SEP-23,26-JUN-24
1424,2024,005980355,05-SEP-23,26-JUN-24
0590,2024,005498960,05-SEP-23,26-JUN-24
1115,2024,001288217,05-SEP-23,26-JUN-24
2078,2024,014724067,05-SEP-23,26-JUN-24
2078,2024,040899057,05-SEP-23,26-JUN-24
0590,2024,033956997,05-SEP-23,26-JUN-24
1305,2024,046405107,05-SEP-23,26-JUN-24
0590,2024,040077100,05-SEP-23,26-JUN-24
0590,2024,001046441,05-SEP-23,26-JUN-24
1104,2022,025523276,31-AUG-21,28-JUN-22
1304,2022,033096091,31-AUG-21,28-JUN-22
1101,2023,023898514,31-AUG-22,27-JUN-23
1108,2023,032881709,31-AUG-22,27-JUN-23
2078,2023,003928356,31-AUG-22,27-JUN-23
1115,2023,016965585,31-AUG-22,27-JUN-23
2078,2022,043183111,31-AUG-21,28-JUN-22
1108,2022,002785831,31-AUG-21,28-JUN-22
1108,2023,023530018,31-AUG-22,27-JUN-23
2078,2023,048129002,31-AUG-22,27-JUN-23
1105,2022,034753047,31-AUG-21,28-JUN-22
1109,2022,015936447,31-AUG-21,28-JUN-22
1632,2023,009411183,31-AUG-22,27-JUN-23
2078,2022,006196381,31-AUG-21,28-JUN-22
1111,2022,032201395,31-AUG-21,28-JUN-22
0591,2022,041708752,31-AUG-21,28-JUN-22
1424,2022,006989066,31-AUG-21,28-JUN-22
1468,2022,002921352,31-AUG-21,28-JUN-22
1468,2022,040159593,31-AUG-21,28-JUN-22
1468,2022,020685732,31-AUG-21,28-JUN-22
1468,2022,045734630,31-AUG-21,28-JUN-22
1468,2022,011204030,31-AUG-21,28-JUN-22
2078,2022,041840126,31-AUG-21,28-JUN-22
1102,2023,035996736,31-AUG-22,27-JUN-23
1103,2023,031602338,31-AUG-22,27-JUN-23
1105,2022,001242685,31-AUG-21,28-JUN-22
2078,2023,020328648,31-AUG-22,27-JUN-23
1115,2022,035461616,31-AUG-21,28-JUN-22
2078,2023,027537506,31-AUG-22,27-JUN-23
1424,2022,001506071,31-AUG-21,28-JUN-22
1424,2022,018639287,31-AUG-21,28-JUN-22
1468,2023,041571440,31-AUG-22,27-JUN-23
1113,2022,011973618,31-AUG-21,28-JUN-22
1108,2023,008725716,31-AUG-22,27-JUN-23
1135,2022,012968526,31-AUG-21,28-JUN-22
1306,2023,005510913,31-AUG-22,27-JUN-23
1113,2022,025301962,31-AUG-21,28-JUN-22
1108,2023,032650666,31-AUG-22,27-JUN-23
2078,2023,005510830,31-AUG-22,27-JUN-23
1115,2023,050770891,31-AUG-22,27-JUN-23
1112,2022,007288245,31-AUG-21,28-JUN-22
1305,2022,036729144,31-AUG-21,28-JUN-22
1103,2022,000964578,31-AUG-21,28-JUN-22
1102,2023,033940918,31-AUG-22,27-JUN-23
1303,2023,050718916,31-AUG-22,27-JUN-23
1424,2023,039148011,31-AUG-22,27-JUN-23
1113,2023,010327774,31-AUG-22,27-JUN-23
1115,2022,038343969,31-AUG-21,28-JUN-22
1113,2023,003264836,31-AUG-22,27-JUN-23
