COURSE_COSE,COURSE_ENGLISH_FULL_NAME,COURSE_ENGLISH_SHORT_NAME,COURSE_FRENCH_FULL_NAME,COURSE_FRENCH_SHORT_NAME
ELT3190,Robotics Kinematics & Behaviour,RobotKinematcBehaviour,Comportement et cinématique robotiques,Comport./cine. robot.
FIN3080,Personal Investment Planning 1,Personal Investment Planning 1,Planification des investissements personnels 1,Plann. invest pers. 1
GRK0993,Greek 3,Greek 3,Grec 3,Grec 3
HEC1621,Personal Living Skills 10,Personal Living Skills 10,Habiletes person. 10,Habiletes person. 10
HES1090,Infection & Immunity 2,Infection & Immunity 2,Infection et immun 2,Infection et immun 2
HES2070,Integrative Health,Integrative Health,Santé intégrative,Sante integrative
HSA3470,Haircutting 5 - Creative Services,Haircutting 5-CreatSrv,Coupe de cheveux 5 - Services créatifs,Coupe 5-Serv creatifs
IED1742,Industrial Education 10D,Industrial Education 10D,Arts industriels 10D,Arts industriels 10D
IED1731,Elect-Electronics 12,Elect-Electronics 12,Electro.-electric. 12,Electro.-electric. 12
AGR1060,Consumer Prod & Services,Consumer Prod & Services,Transformation agricole,Transformation agricole
BUS2555,Shorthand 20,Shorthand 20,Stenographie 20,Stenographie 20
CKA3411,Meats & Seafood 1,Meats & Seafood 1,Viande, poisson et fruits de mer 1,Viande poisson mer 1
CKA3445,Pantry - Food Service,Pantry - Food Service,Salades sandwichs Serv,Salades sandwichs-serv.
CKA3436,Thickeners & Sauces,Thickeners & Sauces,Agents épaississants et sauces,Agents epais et sauces
CSE3010,Computer Science 3,Computer Science 3,Informatique 3,Informatique 3
CSE2240,Robotics Programming 2,Robotics Programming 2,Programmation en robotique 2,Prog. en robotique 2
CTA3435,Switching & Equipment,Switching & Equipment,Commutation et équipements,Comm et equip
CTA3410,Basic Electricity,Basic Electricity,Électricité - Éléments de base,Electricite  Base
CTS4731,Wildlife 1E,Wildlife 1E,Faune 1E,Faune 1E
CTS5552,Legal Studies 2F,Legal Studies 2F,Droit 2F,Droit 2F
CTS5551,Legal Studies 2E,Legal Studies 2E,Droit 2E,Droit 2E
CTS5546,Community Health 2D,Community Health 2D,Sante communautaire 2D,Sante communautaire 2D
CTS5563,Tourism Studies 2A,Tourism Studies 2A,Tourisme 2A,Tourisme 2A
CTS5562,Tourism Studies 2F,Tourism Studies 2F,Tourisme 2F,Tourisme 2F
CTS5609,Financial Management 2J,Financial Management 2J,Gestion des finances 2J,Gestion des finances 2J
CTS5600,Management & Marketing 2K,Management & Marketing 2K,Gestion et marketing 2K,Gestion et marketing 2K
CTS5642,Fashion Studies 2F,Fashion Studies 2F,Mode 2F,Mode 2F
CTS5662,Electro-Technologies 2F,Electro-Technologies 2F,Electronique 2F,Electronique 2F
CTS6636,Enterprise & Innov 3D,Enterprise & Innov 3D,Entreprise et innov. 3D,Entreprise et innov. 3D
CTS6649,Fashion Studies 3J,Fashion Studies 3J,Mode 3J,Mode 3J
ELT2170,Robotics Sensor 2,Robotics Sensor 2,Capteurs en robotique 2,Capteurs robotiques 2
ELT2220,Network Media and Devices 2,Network Media and Devices 2,Network Mediz and Devices 2,Network Mediz and Devices 2
FAB2040,Thermal Cutting,Thermal Cutting,Coupage thermique,Coupage thermique
FAS1070,Creative Yarns/Textiles,Creative Yarns/Textiles,Creations originales,Creations originales
FAS2150,Upholstery,Upholstery,Rembourrage,Rembourrage
FOD3030,Creative Baking,Creative Baking,Créativité en pâtisserie,Creativite en patisserie
FOD3120,Food Evolution/Innovation,Food Evolution/Innovation,Évolution et innovation en alimentation,Cuisine : evoluer/innover
GED9981,Writing Skills (GED),Writing Skills (GED),Redaction,Redaction
HES1910,HES Project A,HES Project A,HES Projet A,HES - Projet A
HSA3486,Haircutting Techniques,Haircutting Techniques,Techniques de coupe de cheveux,Techniques de coupe de cheveux
HSA3466,Clipper Cutting,Clipper Cutting,Couper à la tondeuse à cheveux,Couper à la tondeuse à cheveux
HSA3516,Setting Wet Hair,Setting Wet Hair,Fixer les cheveux mouillés,Fixer les cheveux mouillés
HSA3511,Drying Hair,Drying Hair,Séchage des cheveux,Séchage des cheveux
IED1949,Piping 12,Piping 12,Plomberie 12,Plomberie 12
IED1916,Horticulture 12,Horticulture 12,Horticulture 12,Horticulture 12
IED1864,Drafting 12,Drafting 12,Dessin industriel 12,Dessin industriel 12
IED1836,Building Construction 12,Building Construction 12,Construction d'imm. 12,Construction d'imm. 12
IED1816,Auto Body 12,Auto Body 12,Carrosserie 12,Carrosserie 12
IED2817,Auto Body 22B,Auto Body 22B,Carrosserie 22B,Carrosserie 22B
IED2890,Electro-Technologies 22C,Electro-Technologies 22C,Electronique 22C,Electronique 22C
IED3729,Production Science 30,Production Science 30,Sciences de la prod. 30,Sciences de la prod. 30
IED3727,Industrial Education 30A,Industrial Education 30A,Arts industriels 30A,Arts industriels 30A
INF3070,Electronic Publishing 2,Electronic Publishing 2,Edition electronique 2,Edition electronique 2
INF3030,Keyboarding 4,Keyboarding 4,Saisie sur clavier 4,Saisie sur clavier 4
INF2920,INF Project C,INF Project C,INF - Projet C,INF - Projet C
INF3200,Internet Services,Internet Services,Services Internet,Services Internet
JRH8151,Social Studies 8 IOP,Social Studies 8 IOP,Etudes sociales 8 IOP,Etudes sociales 8 IOP
JRH8410,Music (Instr.) 8,Music (Instr.) 8,Musique (instrum.) 8,Musique (instrum.) 8
JRH8390,Music (General) 8,Music (General) 8,Musique (generale) 8,Musique (generale) 8
LAT8370,Latin 8,Latin 8,Latin 8,Latin 8
LDC1153,Steward & Outdoor Skill 15,Steward & Outdoor Skill 15,Intendance et compétences en plein air 15,Intend et comp plein air 15
LDC1141,Intro to Modern Lang 15,Intro to Modern Lang 15,Intro. Aux lang. Mod. 15,Intro. Aux lang. Mod. 15
LDC1139,Colour Illustration 15,Colour Illustration 15,Illustration en couleur 15,Illust en coul 15
LDC1133,Lead Coach 15,Lead Coach 15,Entraineur-chef 15,Entraineur-chef 15
LDC1371,Blackfoot 15,Blackfoot 15,Pied-Noir 15,Pied-Noir 15
LDC1479,Stewardship 15,Stewardship 15,Intendance 15,Intendance 15
LDC1467,Contemporary Dance 15,Contemporary Dance 15,Danse contemporaine 15,Danse contemp 15
LDC1531,Advertising Design 15,Advertising Design 15,Design publicitaire 15,Design publicitaire 15
LDC1716,Sales Clerk 15,Sales Clerk 15,Commis vendeur 15,Commis vendeur 15
LDC1713,Rehabilitation Therapy 15,Rehabilitation Therapy 15,Readaptation fonct. 15,Readaptation fonct. 15
LDC1966,Theatre Design 15,Theatre Design 15,Conception scénographique 15,Concept scénogra 15
LDC2068,Networking Technologies 25,Networking Technologies 25,Technologies de mise en réseau 25,Techn mise en rés 25
LDC2008,Introduction to Aviation 25,Introduction to Aviation 25,Introduction à l'aviation 25,Intro aviation 25
LDC1984,Welding 15,Welding 15,Soudure 15,Soudure 15
LDC2292,SciTech 25,SciTech 25,Sciences et technologie 25,Sci et techn 25
LDC2332,Polish 25,Polish 25,Polonais 25,Polonais 25
LDC2442,Physiology of Dance 25,Physiology of Dance 25,Physiologie de la danse 25,Physio danse 25
SCN3045,Chemistry 30 (Fr) Old,Chemistry 30 (Fr) Old,Chimie 30 (Fr) Old,Chimie 30 (fr)(ancien)
IED3810,Related Mechanics 32B,Related Mechanics 32B,Metiers/mecanique 32B,Metiers/mecanique 32B
IED3864,Drafting 32A,Drafting 32A,Dessin industriel 32A,Dessin industriel 32A
IED3836,Building Construction 32A,Building Construction 32A,Construction d'imm. 32A,Construction d'imm. 32A
INF3190,Information Highway 3,Information Highway 3,Inforoute 3,Inforoute 3
IOP1407,Crafts & Arts 16,Crafts & Arts 16,Arts et metiers 16,Arts et metiers 16
IOP2962,Health Services 26,Health Services 26,Services de sante 26,Services de sante 26
JRH7130,Health & Pers Life Sk 7,Health & Pers Life Sk 7,Hygiene et dev. pers. 7,Hygiene et dev. pers. 7
JRH7110,Mathematics 7,Mathematics 7,Mathematiques 7,Mathematiques 7
JRH7351,French 7N,French 7N,Français 7N,Français 7N
JRH9369,Blackfoot Lang & Cult 9,Blackfoot Lang & Cult 9,Lang./cult. Pieds-Noirs 9,Lang./cult. Pieds-Noirs 9
HSA3506,Styling, Perming, and Colouring Tools and Equipment,Colouring Tools & Equipment,Coiffure, permanente, coloration - outils et matériel,Coloration outils et matériel
JRH9360,German 9,German 9,Allemand 9,Allemand 9
KAE2591,Agriculture 20-4,Agriculture 20-4,Agriculture 20-4,Agriculture 20-4
LDC1128,Reading Enhancement 15,Reading Enhancement 15,Compréhension de lecture enrichie 15,Compr lect enrich 15
LDC1370,Cree 15,Cree 15,Cri 15,Cri 15
LDC1342,Youth Leadership 15,Youth Leadership 15,Leadeurship chez les jeunes 15,Lead chez jeunes 15
LDC1391,Coaching&Refereeing 15,Coaching&Refereeing 15,Entrainement et arbitrage 15,Entrain et arbitr 15
LDC2321,Hungarian 25,Hungarian 25,Hongrois 25,Hongrois 25
LDC2619,Electr & Instrumentatn 25,Electr & Instrumentatn 25,Elect./instrument. 25,Elect./instrument. 25
LDC2841,Building Subtrades 25,Building Subtrades 25,Metiers/construction 25,Metiers/construction 25
LDC2984,Welding 25,Welding 25,Soudure 25,Soudure 25
LDC2971,Television Arts 25,Television Arts 25,Arts de la television 25,Arts de la television 25
LDC3078,Emergency Medical Responder Program -  Part II 35,Med Respond Part II 35,Premiers intervenants médicaux d'urgence II 35,Prem interv méd urg II 35
LDC3278,Rocky Lane History and Culture 35,Rocky Lane Hist & Cul 35,Histoire et culture du Rocky Lane 35,Hist et cult Rocky Lane 35
LDC3336,Punjabi 35,Punjabi 35,Pendjabi 35,Pendjabi 35
LDC3404,Art 35,Art 35,Arts visuels 35,Arts visuels 35
LDC3813,Sports Medicine 35,Sports Medicine 35,Medecine sportive 35,Medecine sportive 35
LGA3406,Equipment and Tools,Equipment & Tools,Outils et matériel,Outils et matériel
MAM1020,Quality Customer Service,Quality Customer Service,Service de qualité à la clientèle,Clientele/service qualite
MAM1030,Communication Strategies 1,CommunicationStrategies 1,Stratégies de communication 1,Strategies/communic. 1
MAT3095,Pure Mathematics 30 (Fr),Pure Mathematics 30 (Fr),Mathematiques pures 30 (Fr),Mathematiques pures 30 (fr)
MEC1190,Surface Preparation 1,Surface Preparation 1,Préparation de surfaces 1,Prep. de surfaces 1
IED2837,Building Construction 22B,Building Construction 22B,Construction d'imm. 22B,Construction d'imm. 22B
MEC1165,Mechanics Welding Fundamentals,Mech WeldngFundamental,Principes fondamentaux du soudage mécanique,Princ fond soud mecan
PAT9110,Mathematics 9,Mathematics 9,Mathématiques 9 année,Mathématiques 9 année
PAT9155,Social Studies (Fr) 9,Social Studies (Fr) 9,Etudes sociales (fr) 9,Etudes sociales (fr) 9
PDA3435,Painting Application 1,Painting Application 1,Application de peinture 1,App de peinture 1
PDA3430,Painting Theory,Painting Theory,Peinture - Théorie,Peinture - Theorie
PEN3460,Water Treatment,Water Treatment,Traitement des eaux,Traitement des eaux
PEN3505,Science Principles,Science Principles,Principes scientifiques,Principes scientifiques
PEN3610,PEN Practicum B,PEN Practicum B,PEN - Cours pratique B,PEN - Cours pratique B
PEN5060,Water Treatment,Water Treatment,Traitement des eaux,Traitement des eaux
PLA3410,Nonferrous Materials,Nonferrous Materials,Metaux non ferreux,Metaux non ferreux
RAP3993,Auto Body Technician 35B,Auto Body Tech 35B,Technicien de carrosserie 35B,Technicien de carrosserie 35B
RAP4128,Glazier 15,Glazier 15,Vitrier 15,Vitrier 15
RAP4124,Gasfitter (A) 15,Gasfitter (A) 15,Monteur d'installations au gaz (A) 15,Monteur install gaz (A) 15
RAP4136,Insulator (Heat and Frost) 15,Insulator (Heat and Frost) 15,Poseur matériaux isolants 15,Poseur matériaux isolants 15
RAP5246,Tilesetter 25C,Tilesetter 25C,Carreleur  25C,Carreleur 25C
RAP6154,Plumber 35C,Plumber 35C,Plombier  35C,Plombier 35C
RAP6257,Elevator Constructor 35B,Elevator Constructor 35B,Constructeur d'ascenseurs  35B,Constructeur d'ascenseurs 35B
RAP6262,Locksmith 35C,Locksmith 35C,Serrurier  35C,Serrurier 35C
REC3030,Speed & Agility,Speed & Agility,Vitesse et agilité,Vitesse et agilite
REC3025,Cardiovascular Training,Cardiovascular Train,Entrainement cardiovasculaire,Entrainement cardio
REC2950,REC Intermediate Practicum,REC Intermediate Pract,Stage intermédiaire REC,Stage intermed. REC
SST1772,Social Studies 10-2,Social Studies 10-2,Etudes Sociales 10-2,Etudes sociales 10-2
SST1771,Social Studies 10-1,Social Studies 10-1,Etudes Sociales 10-1,Etudes sociales 10-1
SST3054,Social Studies 30 Pil (F),Social Studies 30 Pil (F),Et. soc. 30 - pilote,Et. soc. 30 - pilote
SCN3044,Chemistry 30 Pilot (Fr),Chemistry 30 Pilot (Fr),Chimie 30 - pilote,Chimie 30 - pilote
SSN2166,Local and Canadian Geography 20,Local & Can Geography 20,Geo. region. et can. 20,Geo. region. et can. 20
SUM1013,Financial Management Introductory,Financial Mgmt. Intro.,Gest des finances intr.,Gest des finances intr.
SUM1034,Primary Resources Introductory,Primary Resources Intro,Ress primaires intro,Ress primaires intro
SUM1024,Computing Science Introductory,Computing Science Intro,Informatique Intr,Informatique intr
SUM1021,Tourism Studies Introductory,Tourism Studies Intro.,Tourisme intr.,Tourisme intr.
SUM1037,Community Care Services Introductory,Community Care Intro,Soins comm intro,Soins comm intro
TOU1020,People & Places,People & Places,Personnes et lieux,Personnes et lieux
PSI3064,Organisms in Their Environment,Organisms in Their Environment,Les organismes dans leur environnement ,Organismes dans environnement
PSI3155,Magnetic Particle Levels 1 & 2,Magnetic Particle Levels 1 & 2,Magnétoscopie Niveaux I et II,Magnétoscopie Niveaux I et II
PSI3154,Ultrasonics Level 1,Ultrasonics Level 1,Ultrasons Niveau 1,Ultrasons Niveau 1
PSI3151,Supporting Diverse Learners,Supporting Diverse Learners,Soutenir les apprenants dans leur diversité,Soutenir apprenants diversité
HCA3515,Clinical Practice 2E,Clinical Practice 2E,Pratique clinique 2E,Pratique clinique 2E
HCA3500,Clinical Practice 2B,Clinical Practice 2B,Pratique clinique 2B,Pratique clinique 2B
HCA3490,Disability & Mortality,Disability & Mortality,Incapacité et mortalité,Incapacite et mortalite
LDC3441,Professional Studio Arts 35,Professional Studio Arts 35,Studio artistique professionnel 35,Studio art pro 35
UCT2099,Unallocated Credits 20,Unallocated Credits 20,Crédits non alloués 20,Crédits non alloués 20
LDC2384,Film Appreciation 25,Film Appreciation 25,Éveil au cinéma 25,Éveil cinéma 25
GLA1484,German Language Arts 10,German Language Arts 10,Langue allemande 10,Langue allemande 10
LDC1174,Hebrew Language Arts 15,Hebrew Language Arts 15,Langue hébra?que 15,Langue hébra?que 15
LDC1368,Punjabi Language and Culture  3Y 15,Punjabi Language & Cul  3Y 15,Langue et culture punjabies  3Y 15,Langue cul. punjabies  3Y 15
PSI3232,Value Added Meat Processing,Value Added Processing,Transformation des viande à valeur ajoutée,Trans. viande à valeur ajoutée
ULC1913,Ukrainian Language and Culture  9Y 10,Ukrainian Lang & Cul  9Y 10,Langue et culture ukrainiennes  9Y 10,Langue cul ukrainiennes  9Y 10
ULC1089,Ukrainian Language and Culture  3Y 10,Ukrainian Lang & Cul  3Y 10,Langue et culture ukrainiennes  3Y 10,Langue cul ukrainiennes  3Y 10
PSI3214,American Sign Language Level 1,American Sign Language Level 1,American Sign Language (Langue des signes américaine) Niveau 1,Langue des signes américaine 1
PSI3240,Introduction to Human Development,Intro to Human Development,Introduction au développement humain,Intro. au développement humain
PSI3183,Computer Applications for Veterinary Office,Comp App for Vet Office,Les applications informatiques de la médecine vétérinaire,Applic inform médecine vétérin
LDC1398,AAA Quality Leadership 15,AAA Quality Leadership 15,Leadeurship de qualité AAA 15,Leadeurship de qualité AAA 15
LDC1503,Swedish Language and Culture  3Y 15,Swedish Language & Cul  3Y 15,Langue et culture suédoises  3Y 15,Langue cul. suédoises  3Y 15
PSI3032,Introductory Cree 1,Introductory Cree 1,Introduction au cri 1,Introduction au cri 1
MEC3080,Alternative Energy Systems,Alternative Energ Systems,Systèmes de propulsion de remplacement,Syst. propul. remplac.
OTH9934,Table Egg Production Husbandry and Systems 33,Table Egg Production,Production d'oeufs de consommation - Élevage et systèmes 33,Prod oeufs consom Élevage syst
OTH9930,Poultry Operations and Care 33,Poultry Operations & Care,Aviculture - Opérations et soins 33,Aviculture  Opérations soins
PAR3740,IA Materials 30,IA Materials 30,Materiaux IA 30,Materiaux IA 30
PAT0301,French Language Arts 3,French Language Arts 3,French Language Arts 3,French Language Arts 3
PEN3023,Power Engineering Governance,Power Engineering Governance,Gouvernance en ingénierie de puissance,Gouvern ingénierie puissance
PEN3400,Safety & Codes,Safety & Codes,Sécurité et codes,Sécurité et codes
PEN3042,Heating, Ventilating & Air Conditioning,Heat, Ventilating&Air Conditio,Chauffage, ventilation et climatisation,Chauf, ventilat et climatisat
PEN3041,Refrigeration,Refrigeration,Réfrigération,Réfrigération
PEN3039,Prime Movers & Heat Engines,Prime Movers & Heat Engines,Moteurs principaux et thermiques,Moteurs princip et thermiques
PEN3450,AC & Refrigeration,AC & Refrigeration,CA et réfrigération,CA et réfrigération
PEN3445,Heating & Cooling,Heating & Cooling,Chauffage et refroidissement,Chauffage et refroidissement
PLA3421,Threaded and Grooved Pipe,Threaded & Grooved Pipe,Tuyaux filetés et rainurés,Tuyaux filetés et rainurés
PLA3440,Fixtures & Trim,Fixtures & Trim,Accessoires,Accessoires
PLA3435,Drainage & Venting,Drainage & Venting,Drains et ventilation,Drains et ventilation
PLA3485,PLA Practicum B,PLA Practicum B,PLA - Cours pratique B,PLA - Cours pratique B
PSI3006,Emergency Medical Responder 1,Emergency Medical Responder 1,Répondants médicaux d'urgence 1,Répondants médicaux urgence 1
PRS3920,PRS Project E,PRS Project E,PRS - Projet E,PRS - Projet E
PRS3040,Metals/Nonmetals Recovery & Production,Metal/Nonmetal Rcv&Prd,Récupération et production de métaux et non-métaux,Recu/prod-metaux/n-met
RAP1762,Automotive Service Technician 15,Automotive Service Tech 15,Technicien d'entretien automobile 15,Tech entretien automobile 15
RAP2652,Electronics Technician 25B,Electronics Technician 25B,Electronique 25B,Electronique 25B
MEC3010,Buying & Selling Vehicles,Buying & Selling Vehicles,Achat/vente de véhicules,Achat/vente de vehicules
RAP2651,Electronics Technician 25A,Electronics Technician 25A,Electronique 25A,Electronique 25A
RAP2988,Heavy Equipment Technician 25A,Heavy Equipment Tech 25A,Technicien de matériel lourd 25A,Tech de matériel lourd 25A
RAP3991,Heavy Equipment Technician 35D,Heavy Equipment Tech 35D,Technicien de matériel lourd 35D,Tech de matériel lourd 35D
RAP3855,Hairstylist 35C,Hairstylist 35C,Coiffure  35C,Coiffure 35C
RAP4144,Industrial Mechanic (Millwright) 15,Industrial Mech(Millwright) 15,Mécanicien industriel (mécanicien-monteur) 15,Mécan-monteur (industriel) 15
RAP4300,Rig Technician 1 15,Rig Technician 1 15,Technicien de forage 1 15,Tech de forage 1 15
RAP5102,Baker 25C,Baker 25C,Boulanger-pâtissier  25C,Boulanger-pâtissier 25C
RAP5132,Instrumentation & Control Technician 25A,Instrument & Control Tech 25A,Technicien en instrumentation et en contrôl 25A,Tech instrument et contrôl 25A
RAP5177,Concrete Finisher 25B,Concrete Finisher 25B,Finisseur de béton  25B,Finisseur de béton 25B
LDC1598,Religious Studies (Reformed) 15,Religious Studies Reformed 15,Études religieuses (Réformée) 15,Études rel. (Réformée) 15
LDC2101,Computer Science (AP) 25,Computer Science (AP) 25,Technol. ordinat (AP) 25,Technol. ordinat (AP) 25
LDC6740,Career and Tech Studies D 35,Career and Tech Studies D 35,Et. prof. et tech. D 35,Et. prof. et tech. D 35
LDC2443,Media Technology IOP 25,Media Technology IOP 25,Technologie des médias IOP 25,Technologie des médias IOP 25
LDC3288,Microeconomics - Advanced 35,Microeconomics - Advanced 35,Microéconomie (Avancée) 35,Microécon (Avancée) 35
LDC1392,Coaching 15,Coaching 15,Entrainement 15,Entrainement 15
LDC1524,Nakoda/Nakota Language and Culture 12Y 15,NakodaNakota Lang & Cul 12Y 15,Langue et culture nakodas/nakotas 12Y 15,Langue nakodas/nakotas 12Y 15
PSI3178,Introduction to Addictions Counselling,Intro to Addictions Coun,Introduction au counseling en matière de toxicomanie,Intro au counseling toxicomani
LDC3922,Black North-American Cultural Studies 35,Black North-American Cultur 35,Études Culturelles Noires Nord-Américaines 35,Études Culturelles Noires N 35
LDC0020,Content Literacy 25,Content Literacy 25,Littératie de la matière 25,Litt matière 25
LDC2779,Gender Studies 25,Gender Studies 25,Études des genres 25,Études des genres 25
LDC1516,Competencies in Science 15,Competencies in Science 15,Compétences en sciences 15,Compétences en sciences 15
PSI3227,Applied Ecology,Applied Ecology,Écologie appliquée,Écologie appliquée
PSI3212,Managing Landscapes,Managing Landscapes,Gestion des paysages,Gestion des paysages
LDC3909,Yoga Fitness 35,Yoga Fitness 35,Conditionnement physique par le yoga 35,Conditionnement yoga 35
LDC3785,Religious Studies Islamic Studies 35,RS Islamic Studies 35,Études religieuses islamiques 35,Études rel. islamiques 35
PAT0215,Mathématiques 2 (Fr),Mathématiques 2 (Fr),Mathematiques 2 (fr),Mathematiques 2 (fr)
PAR3948,Pipetrades 32,Pipetrades 32,Plomb. et chauf. 32,Plomb. et chauf. 32
PAT9116,Mathematics 9 KAE Fr,Mathematics 9 KAE Fr,Mathematiques 9 KAE fr,Mathematiques 9 KAE fr
PED2416,Career & Life Mgmt 20,Career & Life Mgmt 20,Carriere et vie 20,Carriere et vie 20
PEN3025,Environmental Impact,Environmental Impact,Incidence environnementale,Incidence environnementale
PEN3037,Energy Plant Maintenance,Energy Plant Maintenance,Entretien de centrale,Entretien de centrale
PEN3530,Boiler Construction,Boiler Construction,Construction de chaudière,Construction de chaudière
PEN3525,Materials & Welding,Materials & Welding,Matériel de soudage ,Matériel de soudage
PEN4095,Air Conditioning 2,Air Conditioning 2,Climatisation 2,Climatisation 2
PRS2040,Metals/Nonmetals Exploration,Metal/Nonmetal Explore,Exploration de métaux et non-métaux,Explo-metaux/nonmetaux
PTA3410,Shipping & Returns,Shipping & Returns,Expédition et retours,Exped et retours
RAP1758,Electrician 15,Electrician 15,Electricien 15,Electricien 15
RAP2647,Motorcycle Mechanic 25B,Motorcycle Mech 25B,Mécanicien de motocyclettes 25B,Mécanicien de motocyclette 25B
RAP2641,Water Well Driller - Water Well Driller 25A,Water Well Driller - WWD 25A,Foreur de puits d'eau  25A,Foreur de puits d'eau 25A
RAP5189,Ironworker 25B,Ironworker 25B,Monteur de charpente métal  25B,Monteur de charpente métal 25B
RAP5186,Crane & Hoisting Equipment Operator 25C,Crane&Hoisting Equip Oper 25C,Opérateurs de grue et d'équipement de levage 25C,Opér grue équip de levage 25C
RAP5182,Communication Technician 25C,Communication Tech 25C,Technicien en télécommunications 25C,Tech en télécommunications 25C
RAP5250,Tool and Die Maker 25C,Tool & Die Makr 25C,Outils et matrices 25C,Outils et matrices 25C
RAP5249,Tool and Die Maker 25B,Tool & Die Makr 25B,Outils et matrices 25B,Outils et matrices 25B
RAP5281,Recreation Vehicle Service Technician 25B,RV Service Technician 25B,Technicien de véhicules récréatifs 25B,Tech véhicules récréatifs 25B
RAP5280,Recreation Vehicle Service Technician 25A,RV Service Technician 25A,Technicien de véhicules récréatifs 25A,Tech véhicules récréatifs 25A
RAP6102,Baker 35C,Baker 35C,Boulanger-pâtissier  35C,Boulanger-pâtissier 35C
RAP6105,Cabinetmaker 35B,Cabinetmaker 35B,Ébéniste  35B,Ébéniste 35B
RAP6120,Floorcovering Installer 35A,Floorcovering Installer 35A,Poseur revêtements de sol  35A,Poseur revêtements de sol 35A
RAP6126,Gasfitter (A) 35C,Gasfitter (A) 35C,Monteur d'installations au gaz (A) 35C,Monteur install gaz (A) 35C
RAP6136,Insulator (Heat and Frost) 35A,Insulator (Heat and Frost) 35A,Poseur matériaux isolants  35A,Poseur matériaux isolants 35A
RAP6168,Boilermaker 35A,Boilermaker 35A,Chaudronnier  35A,Chaudronnier 35A
RAP6164,Agricultural Equipment Technician 35A,Agricultural Equip Tech 35A,Technicien d'équipement agricole 35A,Tech d'équipement agricole 35A
RAP6163,Steamfitter-Pipefitter 35D,Steamfitter-Pipefitter 35D,Tuyauteur-monteur de tuyaux de vapeur 35D,Tuyauteuer-Monteur vapeur 35D
RAP6179,Concrete Finisher 35D,Concrete Finisher 35D,Finisseur de béton  35D,Finisseur de béton 35D
RAP6188,Ironworker 35A,Ironworker 35A,Monteur de charpente métal  35A,Monteur de charpente métal 35A
RAP6197,Lather (Interior Systems Mechanic) 35B,Lather (Int Systems Mech) 35B,Latteur spécialisé en systèmes intérieurs 35B,Latteur (systèmes intér's) 35B
RAP6196,Lather (Interior Systems Mechanic) 35A,Lather (Int Systems Mech) 35A,Latteur spécialisé en systèmes intérieurs 35A,Latteur (systèmes intér's) 35A
RAP6193,Landscape Horticulturist 35B,Landscape Horticulturist 35B,Horticulteur paysagiste  35B,Horticulteur paysagiste 35B
RAP6246,Tilesetter 35C,Tilesetter35C,Carreleur  35C,Carreleur 35C
RAP6287,Outdoor Power Equipment Technician - Power Equipment 35D,Outdoor Pwr Equip Tech-PE  35D,Technicien d'appareils motorisés de plein air 35D,Tech apps motos plein air 35D
REC2010,Nutrition for Recreation Activities & Sport,Nutrition RecAct/Sport,Nutrition pour les activités de loisirs et de sport,Nutrition loisir sport
SCN0110,Science 10,Science 10,Sciences 10,Sciences 10
REC3910,REC Project D,REC Project D,REC - Projet D,REC - Projet D
SCN0978,Plant Science 1,Plant Science 1,Sciences horticoles 1,Sciences horticoles 1
SCN2260,Physics 20,Physics 20,Physique 20,Physique 20
SCN2255,Geology 20,Geology 20,Geologie 20,Geologie 20
SCN2242,Chemistry 20 Old,Chemistry 20 Old,Chimie 20 Old,Chimie 20 old
SCN3033,Biology 30 New,Biology 30 New,Biologie 30 (nouveau),Biologie 30 (nouveau)
SCN3031,Biology 30 Pilot,Biology 30 Pilot,Biologie 30 (pilotage),Biologie 30 (pilotage)
SCN2285,Science 24,Science 24,Sciences 24,Sciences 24
SCN3064,Physics 30 Pilot (Fr),Physics 30 Pilot (Fr),Physique 30 - pilote,Physique 30 - pilote
SCN3042,Chemistry 30 Old,Chemistry 30 Old,Chimie 30 (ancien),Chimie 30 (ancien)
SCN3242,Chemistry 30 (New),Chemistry 30 (New),Chimie 30 (nouveau),Chimie 30 (nouveau)
SCN3275,Physics 32,Physics 32,Physique 32,Physique 32
SSN2155,Political Thinking 20,Political Thinking 20,Pensee politique 20,Pensee politique 20
SCN9570,Environmnt & Outdoor Ed 9,Environmnt & Outdoor Ed 9,Environ.et plein air 9,Environ.et plein air 9
SSN2182,Contemporary Western Philosophy 20,Cont Western Phil 20,Philo. occid. cont. 20,Philo. occid. cont. 20
SSN3156,International Politics 30,International Politics 30,Politique internat. 30,Politique internat. 30
SSN2190,Social Science 20A,Social Science 20A,Sciences humaines 20A,Sciences humaines 20A
SSN2185,Western Canadian History 20,Western Canadian Hist 20,Hist. de l'Ouest can. 20,Hist. de l'Ouest can. 20
SSN3194,Macroeconomics 30,Macro-Economics 30,Macro-economie 30,Macro-economie 30
SSN3185,Western World History 30,Western World History 30,Histoire du monde 30,Histoire du monde 30
SSN3183,Microeconomics 30,Micro-Economics 30,Micro-economie 30,Micro-economie 30
SST1191,Social Science 10B,Social Science 10B,Sciences humaines 10B,Sciences humaines 10B
SST1190,Social Science 10A,Social Science 10A,Sciences humaines 10A,Sciences humaines 10A
SST3159,Social Studies 36,Social Studies 36,Etudes sociales 36,Etudes sociales 36
SST3055,Social Studies 30 (Fr),Social Studies 30 (Fr),Etudes sociales 30 (fr),Etudes sociales 30 (fr)
